11_52205  B08  -20.4003  -175.5440  168.4240  0.360131  0.004072  0.035413  14.35
11_52205  B10  -20.4003  -175.5440  168.4240  0.245648  0.003179  0.030785  8.98
11_52205  N01W  -20.4003  -175.5440  168.4240  0.349940  0.003151  0.032606  11.83
11_52205  B06  -20.4003  -175.5440  168.4240  0.256422  0.002212  0.026292  10.59
11_52205  B12  -20.4003  -175.5440  168.4240  0.334230  0.004635  0.038676  11.13
11_52205  A11  -20.4003  -175.5440  168.4240  0.414522  0.004004  0.040447  13.18
11_52205  C16W  -20.4003  -175.5440  168.4240  0.364738  0.003676  0.037490  12.85
11_52205  A01  -20.4003  -175.5440  168.4240  0.227318  0.002374  0.027547  8.12
11_52211  B02  -19.6550  -174.5960  108.0760  0.229648  0.001788  0.019771  12.98
11_52211  C08W  -19.6550  -174.5960  108.0760  0.344346  0.002641  0.025637  12.68
11_52211  C01W  -19.6550  -174.5960  108.0760  0.110467  0.001789  0.019741  5.08
11_52211  C05W  -19.6550  -174.5960  108.0760  0.345351  0.003252  0.028915  12.49
11_52211  C07W  -19.6550  -174.5960  108.0760  0.346969  0.002075  0.021418  13.31
11_52211  B07W  -19.6550  -174.5960  108.0760  0.290624  0.001885  0.020415  11.99
11_52211  C03W  -19.6550  -174.5960  108.0760  0.259205  0.001784  0.020009  9.15
11_52211  B05W  -19.6550  -174.5960  108.0760  0.205839  0.001786  0.019918  9.51
11_52211  B04W  -19.6550  -174.5960  108.0760  0.158189  0.001790  0.019655  7.85
11_52211  N01W  -19.6550  -174.5960  108.0760  0.270238  0.001787  0.019859  12.55
11_52211  A01  -19.6550  -174.5960  108.0760  0.151130  0.001784  0.020009  4.38
11_52217  B02  -20.8596  -177.5040  530.2780  0.430353  0.003580  0.029343  6.17
11_52217  A05  -20.8596  -177.5040  530.2780  0.523002  0.004287  0.028769  8.02
11_52217  A07  -20.8596  -177.5040  530.2780  0.502917  0.005443  0.036299  7.83
11_52217  C09W  -20.8596  -177.5040  530.2780  0.491040  0.004580  0.030338  7.55
11_52217  A02W  -20.8596  -177.5040  530.2780  0.313446  0.002633  0.019706  4.71
11_52217  C10W  -20.8596  -177.5040  530.2780  0.560504  0.005402  0.036078  8.65
11_52217  A14W  -20.8596  -177.5040  530.2780  0.316368  0.002871  0.021094  4.95
11_52217  A10W  -20.8596  -177.5040  530.2780  0.421336  0.004091  0.031736  6.62
11_52217  A11  -20.8596  -177.5040  530.2780  0.456725  0.004024  0.030738  7.21
11_52217  A01  -20.8596  -177.5040  530.2780  0.244649  0.002203  0.017619  3.62
11_52222  C11W  -20.8855  -177.4640  459.8030  0.459425  0.003695  0.031192  7.97
11_52222  B02  -20.8855  -177.4640  459.8030  0.417545  0.003098  0.028943  6.54
11_52222  A05  -20.8855  -177.4640  459.8030  0.546480  0.005064  0.039772  9.39
11_52222  S01W  -20.8855  -177.4640  459.8030  0.299940  0.001966  0.021593  4.97
11_52222  C05W  -20.8855  -177.4640  459.8030  0.447863  0.004204  0.034317  7.61
11_52222  C09W  -20.8855  -177.4640  459.8030  0.453302  0.004033  0.033096  7.82
11_52222  A02W  -20.8855  -177.4640  459.8030  0.275033  0.001961  0.021921  4.59
11_52222  C10W  -20.8855  -177.4640  459.8030  0.507419  0.003363  0.029833  8.79
11_52222  C15  -20.8855  -177.4640  459.8030  0.396173  0.003383  0.029099  6.89
11_52222  A03  -20.8855  -177.4640  459.8030  0.399190  0.002315  0.023611  6.73
11_52222  A06W  -20.8855  -177.4640  459.8030  0.507424  0.003346  0.030811  8.82
11_52222  A08W  -20.8855  -177.4640  459.8030  0.444387  0.002826  0.026624  7.81
11_52222  B05W  -20.8855  -177.4640  459.8030  0.392906  0.002921  0.028127  6.41
11_52222  B04W  -20.8855  -177.4640  459.8030  0.464200  0.003621  0.032101  7.50
